OrderID,CustomerName,Region,Product,Category,Quantity,UnitPrice,OrderDate,Revenue
1063,Pooja Singh,West,USB Cable,Accessories,3,22984.93,2024-03-04,68954.79
1064,Kavya Rao,South,Laptop,Electronics,2,53952.67,2024-09-14,107905.34
1065,Neha Reddy,East,Microwave,Home Appliances,4,11352.48,2024-01-22,45409.92
1066,Divya Menon,West,Mixer,Home Appliances,4,54887.02,2024-04-05,219548.08
1067,Sneha Iyer,East,Headphones,Accessories,8,52307.49,2024-06-25,418459.92
1068,Ravi Teja,East,Vacuum Cleaner,Home Appliances,8,41266.44,2024-07-02,330131.52
1069,Kavya Rao,East,USB Cable,Accessories,7,27268.64,2024-04-12,190880.48
1070,Divya Menon,East,Monitor,Electronics,8,41906.99,2024-06-26,335255.92
1071,Priya Nair,West,Iron,Home Appliances,4,49094.22,2024-11-04,196376.88
1072,Pooja Singh,South,Toaster,Home Appliances,6,11430.42,2024-05-08,68582.52
1073,Vikas Patel,North,Microwave,Home Appliances,8,1659.3,2024-06-22,13274.4
1074,Ravi Teja,South,Laptop,Electronics,9,4072.44,2024-08-19,36651.96
1075,Suresh Raina,West,Smartwatch,Wearables,10,45541.27,2024-11-01,455412.7
1076,Rahul Sharma,North,Vacuum Cleaner,Home Appliances,3,35502.67,2024-02-29,106508.01
1077,Divya Menon,West,Toaster,Home Appliances,10,58795.65,2024-06-10,587956.5
1078,Kavya Rao,West,Smartphone,Electronics,2,47582.25,2024-10-09,95164.5
1079,Suresh Raina,North,VR Headset,Wearables,5,28483.53,2024-10-09,142417.65
1080,Arun Kumar,North,Iron,Home Appliances,7,40502.12,2024-05-29,283514.84
1081,Arun Kumar,South,Fitness Band,Wearables,3,51216.18,2024-11-03,153648.54
1082,Neha Reddy,North,Charger,Accessories,6,11384.57,2024-07-18,68307.42
1083,Rahul Sharma,North,VR Headset,Wearables,8,36349.64,2024-11-21,290797.12
1084,Neha Reddy,East,Microwave,Home Appliances,4,35094.29,2024-08-08,140377.16
1085,Ravi Teja,East,Keyboard,Accessories,7,56841.76,2024-02-15,397892.32
1086,Arjun Das,North,Mixer,Home Appliances,8,34799.98,2024-02-29,278399.84
1087,Vikas Patel,West,Mouse,Accessories,8,1089.29,2024-10-15,8714.32
1088,Lakshmi Devi,North,Fitness Band,Wearables,8,7271.2,2024-04-03,58169.6
1089,Arun Kumar,West,Monitor,Electronics,1,19138.06,2024-05-08,19138.06
1090,Suresh Raina,East,Toaster,Home Appliances,8,3445.65,2024-04-28,27565.2
1091,Priya Nair,West,USB Cable,Accessories,5,2841.05,2024-01-17,14205.25
1092,Lakshmi Devi,North,Smartphone,Electronics,3,47761.4,2024-04-07,143284.2
1093,Ravi Teja,North,Monitor,Electronics,4,38496.15,2024-04-19,153984.6
1094,Arun Kumar,South,Iron,Home Appliances,9,35588.79,2024-06-18,320299.11
1095,Ravi Teja,West,Microwave,Home Appliances,5,8221.29,2024-08-17,41106.45
1096,Suresh Raina,North,Charger,Accessories,8,55096.32,2024-09-26,440770.56
1097,Pooja Singh,East,Fitness Band,Wearables,2,55193.51,2024-06-15,110387.02
1098,Anil Verma,North,Microwave,Home Appliances,8,21819.21,2024-06-03,174553.68
1099,Priya Nair,West,Iron,Home Appliances,1,24344.93,2024-08-05,24344.93
1100,Sneha Iyer,South,Fitness Band,Wearables,6,38075.8,2024-11-29,228454.8
1101,Sneha Iyer,East,Toaster,Home Appliances,6,54428.47,2024-04-24,326570.82
1102,Arjun Das,East,Fitness Band,Wearables,6,47857.12,2024-12-20,287142.72
1103,Vikas Patel,South,Smartphone,Electronics,3,15501.04,2024-05-11,46503.12
1104,Vikas Patel,North,Camera,Electronics,9,45011.41,2024-07-13,405102.69
1105,Divya Menon,East,Laptop,Electronics,1,44311.73,2024-07-03,44311.73
1106,Amit Joshi,West,Fitness Band,Wearables,8,39661.26,2024-04-29,317290.08
1107,Priya Nair,South,Headphones,Accessories,9,54352.48,2024-09-08,489172.32
1108,Divya Menon,South,Headphones,Accessories,8,54539.27,2024-09-27,436314.16
1109,Ravi Teja,South,Keyboard,Accessories,5,9953.15,2024-08-11,49765.75
1110,Rahul Sharma,South,Monitor,Electronics,9,43750.47,2024-11-19,393754.23
1111,Pooja Singh,South,Charger,Accessories,10,15884.37,2024-11-16,158843.7
1112,Vikas Patel,East,Microwave,Home Appliances,6,11971.76,2024-11-12,71830.56
1113,Priya Nair,South,Tablet,Electronics,2,43938.03,2024-07-27,87876.06
1114,Vikas Patel,North,Headphones,Accessories,3,4839.78,2024-03-13,14519.34
1115,Suresh Raina,South,Smartphone,Electronics,10,18734.12,2024-12-10,187341.2
1116,Arjun Das,West,USB Cable,Accessories,1,14191.3,2024-03-13,14191.3
1117,Ravi Teja,East,Mixer,Home Appliances,8,22109.71,2024-05-03,176877.68
1118,Lakshmi Devi,East,VR Headset,Wearables,3,13311.15,2024-11-12,39933.45
1119,Priya Nair,South,Smartwatch,Wearables,2,2038.37,2024-09-15,4076.74
1120,Vikas Patel,West,Laptop,Electronics,3,1634.24,2024-10-14,4902.72
1121,Kavya Rao,West,Mouse,Accessories,4,35945.28,2024-12-25,143781.12
1122,Lakshmi Devi,West,Charger,Accessories,6,4986.78,2024-12-26,29920.68
1123,Pooja Singh,West,VR Headset,Wearables,2,44424.51,2024-06-22,88849.02
1124,Pooja Singh,South,Smartwatch,Wearables,4,17568.7,2024-09-13,70274.8
1125,Amit Joshi,West,Toaster,Home Appliances,2,54739.92,2024-05-06,109479.84
1126,Kavya Rao,East,Vacuum Cleaner,Home Appliances,7,11020.64,2024-09-10,77144.48
1127,Vikas Patel,West,Charger,Accessories,3,38092.47,2024-03-30,114277.41
1128,Sneha Iyer,East,Microwave,Home Appliances,1,50622.54,2024-09-25,50622.54
1129,Divya Menon,South,Fitness Band,Wearables,8,37930.43,2024-02-04,303443.44
1130,Lakshmi Devi,South,Tablet,Electronics,5,4304.48,2024-02-28,21522.4
1131,Kavya Rao,North,Keyboard,Accessories,2,32804.71,2024-08-21,65609.42
1132,Priya Nair,East,Camera,Electronics,10,19738.49,2024-10-18,197384.9
1133,Pooja Singh,East,Mouse,Accessories,3,12491.32,2024-10-22,37473.96
1134,Pooja Singh,North,USB Cable,Accessories,1,7379.39,2024-05-18,7379.39
1135,Kavya Rao,East,Laptop,Electronics,9,37743.5,2024-12-16,339691.5
1136,Sneha Iyer,West,Toaster,Home Appliances,3,38650.69,2024-02-08,115952.07
1137,Rahul Sharma,North,Smartphone,Electronics,8,44851.04,2024-10-02,358808.32
1138,Rahul Sharma,North,Laptop,Electronics,4,27425.27,2024-10-05,109701.08
1139,Amit Joshi,West,Fitness Band,Wearables,6,50060.94,2024-08-11,300365.64
1140,Arjun Das,North,Iron,Home Appliances,9,53802.57,2024-08-30,484223.13
1141,Vikas Patel,North,Laptop,Electronics,4,18135.39,2024-12-28,72541.56
1142,Anil Verma,East,Smartphone,Electronics,2,8509.39,2024-01-01,17018.78
1143,Amit Joshi,South,Smartphone,Electronics,5,49835.61,2024-09-26,249178.05
1144,Rahul Sharma,North,Keyboard,Accessories,8,32297.98,2024-03-31,258383.84
1145,Pooja Singh,North,Keyboard,Accessories,4,3878.44,2024-01-27,15513.76
1146,Amit Joshi,West,Microwave,Home Appliances,9,13924.86,2024-08-04,125323.74
1147,Ravi Teja,North,Smartphone,Electronics,4,29021.81,2024-12-19,116087.24
1148,Anil Verma,West,Fitness Band,Wearables,6,54244.07,2024-03-05,325464.42
1149,Amit Joshi,North,Smartwatch,Wearables,3,54151.05,2024-11-14,162453.15
1150,Lakshmi Devi,South,VR Headset,Wearables,9,5659.04,2024-07-27,50931.36
1151,Kavya Rao,South,Mixer,Home Appliances,3,10695.81,2024-11-09,32087.43
1152,Neha Reddy,East,VR Headset,Wearables,4,40386.43,2024-06-16,161545.72
1153,Lakshmi Devi,South,Fitness Band,Wearables,5,50203.39,2024-06-23,251016.95
1154,Sneha Iyer,East,Microwave,Home Appliances,6,35049.6,2024-03-22,210297.6
1155,Rahul Sharma,East,Mouse,Accessories,3,12265.56,2024-02-21,36796.68
1156,Rahul Sharma,North,Smartphone,Electronics,2,38931.79,2024-04-29,77863.58
1157,Neha Reddy,East,Charger,Accessories,3,6851.32,2024-10-19,20553.96
1158,Arjun Das,South,USB Cable,Accessories,8,7966.65,2024-04-28,63733.2
1159,Arun Kumar,West,Mixer,Home Appliances,1,15977.69,2024-01-17,15977.69
1160,Lakshmi Devi,North,Mouse,Accessories,1,23724.93,2024-01-12,23724.93
1161,Arun Kumar,North,Charger,Accessories,5,22993.85,2024-07-06,114969.25
1162,Priya Nair,East,Monitor,Electronics,3,58759.62,2024-05-08,176278.86
1163,Amit Joshi,West,Vacuum Cleaner,Home Appliances,9,28709.09,2024-07-26,258381.81
1164,Pooja Singh,East,Smartwatch,Wearables,5,25071.75,2024-01-17,125358.75
1165,Divya Menon,North,VR Headset,Wearables,6,50078.96,2024-01-11,300473.76
1166,Suresh Raina,West,Keyboard,Accessories,1,11145.37,2024-11-19,11145.37
1167,Ravi Teja,South,USB Cable,Accessories,10,48629.23,2024-01-20,486292.3
1168,Kavya Rao,South,Camera,Electronics,1,30194.49,2024-12-19,30194.49
1169,Kavya Rao,East,Headphones,Accessories,7,42615.94,2024-04-11,298311.58
1170,Suresh Raina,West,Vacuum Cleaner,Home Appliances,1,55064.39,2024-08-24,55064.39
1171,Arjun Das,North,Toaster,Home Appliances,6,14153.24,2024-06-25,84919.44
1172,Neha Reddy,West,Smartwatch,Wearables,8,9289.42,2024-10-06,74315.36
1173,Arun Kumar,West,Smartwatch,Wearables,1,23888.02,2024-07-09,23888.02
1174,Ravi Teja,North,Tablet,Electronics,5,58782.12,2024-03-26,293910.6
1175,Kavya Rao,West,Smartwatch,Wearables,2,56915.1,2024-04-12,113830.2
1176,Ravi Teja,West,Camera,Electronics,9,35677.37,2024-12-28,321096.33
1177,Rahul Sharma,South,Keyboard,Accessories,8,58370.94,2024-11-13,466967.52
1178,Sneha Iyer,South,Charger,Accessories,2,41573.87,2024-01-30,83147.74
1179,Suresh Raina,East,USB Cable,Accessories,7,43995.67,2024-12-05,307969.69
1180,Pooja Singh,West,Vacuum Cleaner,Home Appliances,4,38564.22,2024-02-01,154256.88
1181,Priya Nair,South,Microwave,Home Appliances,2,56208.87,2024-02-09,112417.74
1182,Anil Verma,North,Charger,Accessories,6,46854.14,2024-12-27,281124.84
1183,Vikas Patel,North,Toaster,Home Appliances,2,45731.99,2024-10-21,91463.98
1184,Lakshmi Devi,North,Headphones,Accessories,5,58418.4,2024-11-18,292092.0
1185,Anil Verma,East,Headphones,Accessories,10,11836.5,2024-01-17,118365.0
1186,Vikas Patel,North,VR Headset,Wearables,2,36959.28,2024-12-02,73918.56
1187,Vikas Patel,East,Smartphone,Electronics,10,27905.55,2024-10-24,279055.5
1188,Divya Menon,East,Keyboard,Accessories,9,27110.26,2024-07-14,243992.34
1189,Kavya Rao,West,Monitor,Electronics,1,40363.16,2024-12-08,40363.16
1190,Pooja Singh,South,Keyboard,Accessories,4,5549.27,2024-11-10,22197.08
1191,Lakshmi Devi,West,Microwave,Home Appliances,8,35322.39,2024-03-06,282579.12
1192,Lakshmi Devi,South,Microwave,Home Appliances,6,25907.26,2024-07-11,155443.56
1193,Lakshmi Devi,West,Vacuum Cleaner,Home Appliances,6,18253.15,2024-01-19,109518.9
1194,Suresh Raina,East,Tablet,Electronics,10,8571.84,2024-01-17,85718.4
1195,Neha Reddy,East,Charger,Accessories,3,8572.48,2024-04-30,25717.44
1196,Arjun Das,West,USB Cable,Accessories,6,21658.44,2024-03-29,129950.64
1197,Divya Menon,South,USB Cable,Accessories,8,1418.58,2024-04-11,11348.64
1198,Amit Joshi,North,Toaster,Home Appliances,7,39459.97,2024-03-18,276219.79
1199,Divya Menon,East,Smartwatch,Wearables,3,7844.49,2024-08-17,23533.47
1200,Lakshmi Devi,South,Mixer,Home Appliances,10,20898.95,2024-09-25,208989.5
1201,Vikas Patel,South,Mouse,Accessories,7,13057.55,2024-03-22,91402.85
1202,Sneha Iyer,East,USB Cable,Accessories,3,10912.5,2024-05-29,32737.5
1203,Anil Verma,West,Toaster,Home Appliances,10,18917.75,2024-11-30,189177.5
1204,Pooja Singh,East,Mixer,Home Appliances,9,45663.62,2024-04-23,410972.58
1205,Vikas Patel,North,Toaster,Home Appliances,7,35785.07,2024-11-29,250495.49
1206,Pooja Singh,South,Headphones,Accessories,2,50324.99,2024-06-18,100649.98
1207,Priya Nair,North,Monitor,Electronics,3,25868.78,2024-08-26,77606.34
1208,Arjun Das,East,Fitness Band,Wearables,4,37992.34,2024-12-02,151969.36
1209,Suresh Raina,North,Laptop,Electronics,8,45590.39,2024-07-27,364723.12
1210,Neha Reddy,West,Smartphone,Electronics,5,20071.97,2024-01-21,100359.85
1211,Anil Verma,North,Camera,Electronics,6,13635.92,2024-04-15,81815.52
1212,Pooja Singh,South,Fitness Band,Wearables,3,30008.71,2024-03-31,90026.13
1213,Arjun Das,North,Charger,Accessories,2,10228.13,2024-06-09,20456.26
1214,Arun Kumar,North,Mouse,Accessories,7,37171.22,2024-10-24,260198.54
1215,Rahul Sharma,West,Tablet,Electronics,3,933.06,2024-07-19,2799.18
1216,Rahul Sharma,North,Laptop,Electronics,5,16086.7,2024-03-18,80433.5
1217,Arjun Das,West,Mixer,Home Appliances,5,42003.58,2024-02-07,210017.9
1218,Rahul Sharma,North,Microwave,Home Appliances,4,17162.52,2024-01-09,68650.08
1219,Divya Menon,West,Fitness Band,Wearables,4,16420.62,2024-12-13,65682.48
1220,Lakshmi Devi,East,Smartwatch,Wearables,4,46941.51,2024-04-26,187766.04
1221,Arjun Das,West,Monitor,Electronics,10,18139.81,2024-02-04,181398.1
1222,Arun Kumar,North,Monitor,Electronics,10,9490.14,2024-06-04,94901.4
1223,Vikas Patel,West,Charger,Accessories,6,17494.77,2024-06-18,104968.62
1224,Priya Nair,South,Mouse,Accessories,6,13542.59,2024-07-03,81255.54
1225,Divya Menon,North,Fitness Band,Wearables,1,1013.97,2024-11-24,1013.97
1226,Pooja Singh,North,Charger,Accessories,2,14314.29,2024-03-11,28628.58
1227,Lakshmi Devi,West,Tablet,Electronics,7,50525.76,2024-07-23,353680.32
1228,Lakshmi Devi,North,Vacuum Cleaner,Home Appliances,3,49882.95,2024-10-28,149648.85
1229,Amit Joshi,East,Smartwatch,Wearables,5,46160.43,2024-02-19,230802.15
1230,Priya Nair,North,Toaster,Home Appliances,7,14093.5,2024-05-27,98654.5
1231,Amit Joshi,South,Microwave,Home Appliances,9,19244.96,2024-02-22,173204.64
1232,Vikas Patel,North,VR Headset,Wearables,8,9648.42,2024-12-28,77187.36
1233,Arjun Das,South,Smartphone,Electronics,9,6068.02,2024-08-20,54612.18
1234,Suresh Raina,North,Keyboard,Accessories,9,11965.78,2024-07-28,107692.02
1235,Neha Reddy,North,Mouse,Accessories,5,32770.92,2024-05-04,163854.6
1236,Neha Reddy,West,VR Headset,Wearables,10,32415.43,2024-09-12,324154.3
1237,Suresh Raina,North,Headphones,Accessories,2,15974.41,2024-12-31,31948.82
1238,Lakshmi Devi,North,VR Headset,Wearables,1,5932.07,2024-08-10,5932.07
1239,Divya Menon,West,Mixer,Home Appliances,10,57447.69,2024-03-29,574476.9
1240,Ravi Teja,East,Smartwatch,Wearables,5,37114.74,2024-08-13,185573.7
1241,Vikas Patel,South,USB Cable,Accessories,2,50927.25,2024-02-04,101854.5
1242,Anil Verma,East,Monitor,Electronics,2,11387.47,2024-04-17,22774.94
1243,Rahul Sharma,South,VR Headset,Wearables,2,48102.87,2024-03-01,96205.74
1244,Arun Kumar,North,Iron,Home Appliances,3,44349.65,2024-06-09,133048.95
1245,Arjun Das,North,Laptop,Electronics,10,1499.56,2024-03-15,14995.6
1246,Divya Menon,East,Camera,Electronics,7,10487.45,2024-12-03,73412.15
1247,Sneha Iyer,South,Smartphone,Electronics,7,19514.11,2024-12-18,136598.77
1248,Vikas Patel,North,Laptop,Electronics,3,35901.13,2024-04-27,107703.39
1249,Neha Reddy,South,Toaster,Home Appliances,9,50756.62,2024-12-13,456809.58
1250,Ravi Teja,West,Laptop,Electronics,6,17710.1,2024-11-16,106260.6
1251,Rahul Sharma,North,Smartphone,Electronics,6,14224.95,2024-05-09,85349.7
1252,Arjun Das,North,Laptop,Electronics,3,30035.85,2024-06-25,90107.55
1253,Neha Reddy,East,Smartwatch,Wearables,10,58340.8,2024-02-06,583408.0
1254,Arun Kumar,East,Keyboard,Accessories,3,57960.39,2024-06-13,173881.17
1255,Sneha Iyer,South,Laptop,Electronics,2,57878.17,2024-03-15,115756.34
1256,Rahul Sharma,West,Toaster,Home Appliances,9,55426.68,2024-07-20,498840.12
1257,Vikas Patel,North,Smartphone,Electronics,1,15829.83,2024-09-14,15829.83
1258,Priya Nair,East,USB Cable,Accessories,6,37187.96,2024-12-26,223127.76
1259,Amit Joshi,West,Microwave,Home Appliances,9,21926.58,2024-02-29,197339.22
1260,Amit Joshi,North,VR Headset,Wearables,3,30970.07,2024-05-10,92910.21
1261,Ravi Teja,West,Smartphone,Electronics,8,7359.71,2024-04-17,58877.68
1262,Amit Joshi,West,Headphones,Accessories,1,54555.63,2024-01-24,54555.63
1263,Rahul Sharma,East,Headphones,Accessories,10,46389.77,2024-12-13,463897.7
1264,Suresh Raina,East,Smartphone,Electronics,7,45881.22,2024-11-23,321168.54
1265,Kavya Rao,East,Microwave,Home Appliances,8,29804.33,2024-06-16,238434.64
1266,Vikas Patel,West,Toaster,Home Appliances,9,45871.87,2024-09-21,412846.83
1267,Ravi Teja,North,VR Headset,Wearables,9,18034.4,2024-11-28,162309.6
1268,Ravi Teja,North,Smartphone,Electronics,7,24077.84,2024-07-27,168544.88
1269,Divya Menon,East,USB Cable,Accessories,1,39728.42,2024-06-25,39728.42
1270,Neha Reddy,East,Vacuum Cleaner,Home Appliances,1,46734.61,2024-07-22,46734.61
1271,Divya Menon,East,Laptop,Electronics,7,5193.64,2024-04-01,36355.48
1272,Kavya Rao,South,Monitor,Electronics,5,27457.43,2024-03-29,137287.15
1273,Priya Nair,South,Mixer,Home Appliances,10,29502.25,2024-10-05,295022.5
1274,Ravi Teja,West,Laptop,Electronics,9,58276.13,2024-02-29,524485.17
1275,Ravi Teja,South,Iron,Home Appliances,7,23815.64,2024-06-04,166709.48
1276,Lakshmi Devi,North,Microwave,Home Appliances,2,54939.19,2024-12-07,109878.38
1277,Vikas Patel,West,Mixer,Home Appliances,2,8086.25,2024-06-19,16172.5
1278,Arjun Das,East,Laptop,Electronics,7,39761.86,2024-05-12,278333.02
1279,Arun Kumar,North,Microwave,Home Appliances,2,13097.48,2024-11-03,26194.96
1280,Vikas Patel,West,Fitness Band,Wearables,7,28315.79,2024-05-03,198210.53
1281,Pooja Singh,South,Keyboard,Accessories,3,50339.4,2024-04-16,151018.2
1282,Arjun Das,East,Microwave,Home Appliances,7,17980.19,2024-09-29,125861.33
1283,Rahul Sharma,North,Camera,Electronics,1,57001.74,2024-05-26,57001.74
1284,Pooja Singh,East,Toaster,Home Appliances,1,6782.6,2024-11-30,6782.6
1285,Arun Kumar,North,Vacuum Cleaner,Home Appliances,6,29433.96,2024-07-26,176603.76
1286,Neha Reddy,North,Charger,Accessories,2,45299.25,2024-09-05,90598.5
1287,Arun Kumar,West,Keyboard,Accessories,1,52779.73,2024-07-23,52779.73
1288,Priya Nair,East,Tablet,Electronics,3,36593.36,2024-02-14,109780.08
1289,Ravi Teja,North,Toaster,Home Appliances,7,51157.32,2024-06-16,358101.24
1290,Arun Kumar,West,Camera,Electronics,1,42159.42,2024-09-04,42159.42
1291,Suresh Raina,South,Headphones,Accessories,10,11517.45,2024-11-20,115174.5
1292,Suresh Raina,North,VR Headset,Wearables,9,56539.95,2024-03-31,508859.55
1293,Kavya Rao,North,Headphones,Accessories,2,12512.91,2024-01-12,25025.82
1294,Anil Verma,North,Mouse,Accessories,7,28169.91,2024-02-02,197189.37
1295,Ravi Teja,South,Mouse,Accessories,5,55715.46,2024-12-26,278577.3
1296,Arun Kumar,South,Iron,Home Appliances,8,585.18,2024-01-08,4681.44
1297,Vikas Patel,East,Headphones,Accessories,4,28447.14,2024-10-12,113788.56
1298,Neha Reddy,West,Keyboard,Accessories,6,43288.7,2024-12-24,259732.2
1299,Divya Menon,South,Monitor,Electronics,3,54847.29,2024-04-02,164541.87
1300,Neha Reddy,South,VR Headset,Wearables,10,29523.46,2024-09-06,295234.6
1301,Suresh Raina,East,Camera,Electronics,8,3657.63,2024-02-10,29261.04
1302,Divya Menon,East,Smartphone,Electronics,4,59388.72,2024-04-09,237554.88
1303,Arjun Das,East,Monitor,Electronics,3,53965.95,2024-06-09,161897.85
1304,Sneha Iyer,East,Smartphone,Electronics,10,36373.58,2024-09-23,363735.8
1305,Arun Kumar,East,Smartwatch,Wearables,3,7989.8,2024-03-18,23969.4
1306,Suresh Raina,South,Charger,Accessories,2,25419.13,2024-02-05,50838.26
1307,Anil Verma,East,Charger,Accessories,1,49731.73,2024-10-17,49731.73
1308,Lakshmi Devi,North,Keyboard,Accessories,9,52673.38,2024-12-31,474060.42
1309,Neha Reddy,West,VR Headset,Wearables,1,23289.34,2024-05-17,23289.34
1310,Kavya Rao,South,Iron,Home Appliances,9,18632.11,2024-10-31,167688.99
1311,Anil Verma,South,USB Cable,Accessories,9,4893.71,2024-01-12,44043.39
1312,Ravi Teja,West,Tablet,Electronics,3,11545.11,2024-09-30,34635.33
1313,Neha Reddy,South,USB Cable,Accessories,1,36445.31,2024-04-22,36445.31
1314,Pooja Singh,East,VR Headset,Wearables,10,47730.38,2024-04-12,477303.8
1315,Ravi Teja,South,Microwave,Home Appliances,1,10737.31,2024-10-21,10737.31
1316,Ravi Teja,North,Tablet,Electronics,3,50725.82,2024-07-05,152177.46
1317,Rahul Sharma,East,Toaster,Home Appliances,5,44438.5,2024-09-15,222192.5
1318,Ravi Teja,East,Charger,Accessories,8,7615.85,2024-04-23,60926.8
1319,Priya Nair,South,Toaster,Home Appliances,5,27192.65,2024-08-01,135963.25
1320,Divya Menon,South,Laptop,Electronics,4,4019.98,2024-05-10,16079.92
1321,Divya Menon,West,Fitness Band,Wearables,7,47436.19,2024-10-09,332053.33
1322,Lakshmi Devi,North,Headphones,Accessories,7,35543.75,2024-01-30,248806.25
